11-25-2015	git Version:  4ff2ea7
id	name	defn	synonyms	is_a id	is_a name
SOY:0000023	1.09 8th Trifoliolate Leaf Unfolded PO:0007101, BBCH 19 109	Growth from unfolding of the 8th trifoliolate leaf until the unfolding of the 9th trifoliolate leaf on the main stem. Corresponds to stage V8.	BCCH:19 109 RELATED; PO:0007101 Nine leaves unfolded EXACT; Stage V8 EXACT	SOY:0000002	1 Leaf Production
SOY:0000024	1.10 9th Trifoliolate Leaf Unfolded PO:0007103, BBCH 19 110	Growth from the unfolding of the 9th trifoliolate leaf until the unfolding of the 10th trifoliolate leaf on main stem. Corresponds to stage V9.	BCCH:19 110 RELATED; PO:0007103 Ten leaves unfolded EXACT; Stage V9 EXACT	SOY:0000002	1 Leaf Production
SOY:0000025	1.11 10th Trifoliolate Leaf Unfolded PO:0007116, BBCH 19 111	Growth from the unfolding of the 10th trifoliolate leaf until the unfolding of the 11th trifoliolate leaf on the main stem. Corresponds to stage V10.	BCCH:19 111 RELATED; PO:0007116 Eleven leaves unfolded EXACT; Stage V10 EXACT	SOY:0000002	1 Leaf Production
SOY:0000026	1.12 11th Trifoliolate Leaf Unfolded PO:0007064, BBCH 19 112	Growth from the unfolding of the 11th trifoliolate leaf until the 12th trifoliolate leaf on the main stem. Corresponds to stage V11.	BCCH:19 112 RELATED; PO:0007064 12 leaves unfolded EXACT; Stage V11 EXACT	SOY:0000002	1 Leaf Production
SOY:0000027	1.13 12th Trifoliolate Leaf Unfolded PO:0007083, BBCH 19 113	Growth from the unfolding of the 12th trifoliolate leaf until the unfolding of the 13th trifoliolate leaf on the main stem. Corresponds to Stage V12.	BCCH:19 113 RELATED; Stage V12 EXACT	SOY:0000002	1 Leaf Production
SOY:0000028	1.14 13th Trifoliolate Leaf Unfolded PO:0007085, BBCH 19 114	Growth from the unfolding of the 13th trifoliolate leaf until the unfolding of the 14th trifoliolate leaf on the main stem. Corresponds to Stage V13.	BCCH:19 114 RELATED; PO:0007085 14 leaves unfolded EXACT; Stage V13 EXACT	SOY:0000002	1 Leaf Production
SOY:0000029	1.15 14th Trifoliolate Leaf Unfolded PO:0007104, BBCH 19 115	Growth from the unfolding of the 14th trifoliolate leaf until the unfolding of the 15th trifoliolate leaf on the main stem. Corresponds to Stage V14.	BCCH:19 115 RELATED; Stage V14 EXACT	SOY:0000002	1 Leaf Production
SOY:0000030	1.16 15th Trifoliolate Leaf Unfolded PO:0007119, BBCH 19 116	Growth from the unfolding of the 15th trifoliolate leaf until the unfolding of the 16th trifoliolate leaf on the main stem. Corresponds to Stage V15.	BCCH:19 116 RELATED; PO:0007119 16 leaves unfolded EXACT; Stage V15 EXACT	SOY:0000002	1 Leaf Production
SOY:0000031	1.17 16th trifoliate leaf unfolded PO:0007067, BBCH 19 117	Growth from the unfolding of the 16th trifoliolate leaf until the unfolding of the 17th trifoliolate leaf on the main stem. Corresponds to Stage V16.	BCCH:19 117 RELATED; PO:0007067 17 leaves unfolded EXACT; Stage V16 EXACT	SOY:0000002	1 Leaf Production
SOY:0000032	1.18 17th Trifoliolate Leaf Unfolded PO:0007072, BBCH 19 118	Growth from the unfolding of the 17th trifoliolate leaf until the unfolding of the 18th trifoliolate leaf on the main stem. Corresponds to Stage V17.	BCCH:19 118 RELATED; PO:0007072 18 leaves unfolded EXACT; Stage V17 EXACT	SOY:0000002	1 Leaf Production
SOY:0000033	1.19 18th Trifoliolate Leaf Unfolded PO:0007120, BBCH 19 119	Growth from the unfolding of the 18th trifoliolate leaf until the unfolding of the 19th trifoliolate leaf on the main stem. Corresponds to Stage V18.	BCCH:19 119 RELATED; PO:0007120 19 leaves unfolded EXACT; Stage V18 EXACT	SOY:0000002	1 Leaf Production
SOY:0000034	1.20 19th Trifoliolate Leaf Unfolded PO:0007082	Growth from the unfolding of the 19th trifoliolate leaf until the unfolding of the 20th trifoliolate leaf on the main stem. Corresponds to Stage V19.	PO:0007082 20 or more leaves unfolded EXACT; Stage V19 EXACT	SOY:0000002	1 Leaf Production
SOY:0000035	1.21 20th trifoliplate leaf unfolded PO:0007082	Growth from the unfolding of the 20th trifoliolate leaf until the unfolding of the 21st trifoliolate leaf on the main stem. Corresponds to Stage V20.	PO:0007082 20 or more leaves unfolded RELATED; Stage V20 EXACT	SOY:0000002	1 Leaf Production
SOY:0000036	1.22 21st Trifoliolate Leaf Unfolded PO:0007082	Growth from the unfolding of the 21st trifoliolate leaf until the unfolding of the 22nd trifoliolate leaf on the main stem. Corresponds to Stage V21.	PO:0007082 20 or more leaves unfolded RELATED; Stage V21 EXACT	SOY:0000002	1 Leaf Production
SOY:0000037	1.23 22nd Trifoliolate Leaf Unfolded PO:0007082	Growth from the unfolding of the 22nd trifoliolate leaf until the unfolding of the 23rd trifoliolate leaf on the main stem. Corresponds to Stage V22.	PO:0007082 20 or more leaves unfolded RELATED; Stage V22 EXACT	SOY:0000002	1 Leaf Production
SOY:0000038	1.24 23rd Trifoliolate Leaf Unfolded PO:0007082	Growth from the unfolding of the 23rd trifoliolate leaf until the unfolding of the 24th trifoliolate leaf on the main stem. Corresponds to Stage V23.	PO:0007082 20 or more leaves unfolded RELATED; Stage V23 EXACT	SOY:0000002	1 Leaf Production
SOY:0000039	1.26 25 or more Trifoliolate Leaves Unfolded PO:0007082	Growth from the unfolding of the 25th trifoliolate leaf on the main stem until the unfolding of the 26th or higher trifoliolate leaves on the main stem. Corresponds to Stage V25.	PO:0007082 20 or more leaves unfolded RELATED; Stage V25 EXACT	SOY:0000002	1 Leaf Production
SOY:0000040	2.01 Main shoot and Axillary Shoot Visible at one node	Axillary shoot visible from one node on main stem.	BCCH:21 201 First side shoot visible EXACT; PO:0007087 Main shoot and axillary shoot(s) at one node visible EXACT	SOY:0000003	2 Axillary Shoot Formation
SOY:0000041	2.02 Main Shoot and Axillary Shoots Visible at 2 nodes	Axillary shoots visible from two nodes on the main stem.	BCCH:22 202 2nd side shoot of first order visible EXACT; PO:0007071 Main shoot and axillary shoots at two nodes visible RELATED	SOY:0000003	2 Axillary Shoot Formation
SOY:0000042	2.03 Main Shoot and Axillary Shoots Visible at 3 nodes	Axillary shoots visible from three nodes on the main stem.	BCCH:23 203 3rd side shoot of first order visible EXACT; PO:0007080 Main shoot and three axillary shoots visible RELATED	SOY:0000003	2 Axillary Shoot Formation
SOY:0000043	2.04 Main Shoot and Axillary Shoots Visible at 4 nodes	Axillary shoots visible from four nodes on the main stem.	BCCH:24 204 4th side shoot of first order visible EXACT; PO:0007088 Main shoot and four axillary shoots visible EXACT	SOY:0000003	2 Axillary Shoot Formation
SOY:0000044	2.05 Main Shoot and Axillary Shoots Visible at 5 nodes	Axillary shoots visible on five nodes on the main stem.	BCCH:25 205 5th side shoot of first order visible RELATED; PO:0007093 Main shoot and five axillary shoots visible EXACT	SOY:0000003	2 Axillary Shoot Formation
SOY:0000045	2.06 Main Shoot and Axillary Shoots Visible at 6 nodes	Axillary shoots visible on six nodes on the main stem.	BCCH:26 206 6th side shoot of first order visible EXACT; PO:0007118 Main shoot and six axillary shoots visible EXACT	SOY:0000003	2 Axillary Shoot Formation
SOY:0000046	2.07 Main Shoot and Axillary Shoots Visible at 7 nodes	Axillary shoots visible on seven nodes on the main stem.	BCCH:27 207 7th side shoot of first order visible EXACT; PO:0007122 Main shoot and seven axillary shoots visible EXACT	SOY:0000003	2 Axillary Shoot Formation
SOY:0000047	2.08 Main Shoot and Axillary Shoots Visible at 8 nodes	Axillary shoots visible on eight nodes on the main stem.	BCCH:28 208 8th side shoot of first order visible EXACT; PO:0007077 Main shoot and eight axillary shoots visible EXACT	SOY:0000003	2 Axillary Shoot Formation
SOY:0000048	2.09 Main Shoot and Axillary Shoots Visible at 9 or more nodes	Axillary shoots visible on nine or more nodes on the main stem.	BCCH:29 209 Nine or more side shoots of the first order EXACT; PO:0007110 Main shoot and nine or more axillary shoots visible RELATED	SOY:0000003	2 Axillary Shoot Formation
SOY:0000049	3.00 Stem Elongation Begins	Main stem elongation begins.	PO:0007079 SE.00 stem elongation begins EXACT	SOY:0000004	3 Stem Elongation
SOY:0000050	3.01 One Node Visible	One node/internode is visible on the main stem.	PO:0007091 One node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000051	3.02 2 Nodes/Internode Visible	Two nodes and internodes visible on main stem.	PO:0007117 two nodes/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000052	3.03 3 Nodes/Internodes Visible	Three nodes and associated internodes visible on main stem.	PO:0007096 Three Nodes/Internodes Visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000053	3.04 4 Nodes/Internodes Visible	Four nodes and associated internodes visible on main stem.	PO:0007092 Four Nodes/Internodes Visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000054	3.05 5 Nodes/Internodes Visible	Five nodes and associated internodes visible on main stem.	PO:0007086 Fifth node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000055	3.06 6 Nodes/Internodes Visible	Six nodes and associated internodes visible on main stem.	PO:0007062 Sixth node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000056	3.07 7 Nodes/Internodes Visible	Seven nodes and associated internodes visible on main stem.	PO:0007108 Seventh node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000057	3.08 8 Nodes/Internodes Visible	Eight nodes and associated internodes visible on main stem.	PO:0007070 eight node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000058	3.09 9 Nodes/Internodes Visible	Nine nodes and associated internodes visible on main stem.	PO:0007066 Ninth node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000059	3.10 10 Nodes/Internodes Visible	Ten nodes and associated internodes visible on main stem.	PO:0007084 Ten nodes/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000060	3.11 11 Nodes/Internodes Visible	Eleven nodes and associated internodes visible on main stem.	PO:0007114 Eleventh node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000061	3.12 12 Nodes/Internodes Visible	Twelve nodes and associated internodes visible on main stem.	PO:0007111 Twelve Nodes/Internodes Visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000062	3.13 13 Nodes/Internodes Visible	Thirteen nodes and associated internodes visible on main stem.	PO:0007090 Thirteenth node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000063	3.14 14 Nodes/Internodes Visible	Fourteen nodes and associated internodes visible on main stem.	PO:0007097 Fourteenth node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000064	3.15 15 Nodes/Internodes Visible	Fifteen nodes and associated internodes visible on main stem.	PO:0007074 Fifteenth node/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000065	3.16 16 or More Nodes/Internodes Visible	Sixteen or more nodes and associated internodes visible on main stem.	PO:0007100 Sixteen or more nodes/internode visible EXACT	SOY:0000004	3 Stem Elongation
SOY:0000066	3.99 Maximum Stem Length Reached	The maximum length of the main stem is reached.	PO:0007109 Maximum stem length reached EXACT	SOY:0000004	3 Stem Elongation
SOY:0000067	4.01 Inflorescence Just Visible.	Inflorescence just visible.	PO:0007006 Inflorescence just visible EXACT	SOY:0000005	4 Inflorescence Formation
SOY:0000068	4.02 1/4 of Inflorescence Length Reached	The inflorescence has reached 1/4th of its full length.	PO:0007046 1/4 Inflorescence Length Reached EXACT	SOY:0000005	4 Inflorescence Formation
SOY:0000069	4.03 1/2 of Inflorescence Length Reached	The inflorescence has reached 1/2 of its full length.	PO:0007005 1/2 Inflorescence Length Reached EXACT	SOY:0000005	4 Inflorescence Formation
SOY:0000070	4.04 Full Inflorescence Length Reached	The inflorescence has reached its full length.	PO:0007003 full Inflorescence Length Reached EXACT	SOY:0000005	4 Inflorescence Formation
SOY:0000071	Leaf Number	The number of leaves (petioles) originating from a node on a stem.	leaflet number EXACT	SOY:0001983	Leaflet growth and development traits
SOY:0000072	6.00 1st Flowers on Main Stem Open PO:0007026, BBCH 60 600	First flowers on main stem open. Corresponds to soybean developmental stage R1.	BCCH:60 600 First flowers on main shoot opened RELATED; PO:0007026 First flower(s) open. These first flowers are not necessarily the oldest flowers on the inflorescence. NARROW; Stage R1 Open flower at any node on the main stem. EXACT	SOY:0000006	6 Flowering
SOY:0000073	6.02 1/4 of Flowers Open	One fourth of flowers on the main stem are open.	BCCH:62 602 About 20% of flowers on the main stem open BROAD	SOY:0000006	6 Flowering
SOY:0000074	6.07 3/4 of Flowers Open	Three quarters of the flowers on the main stem are open.		SOY:0000006	6 Flowering
SOY:0000075	6.08 Full Flowering Approx. Equiv. PO:0007052	An open flower at one of the two uppermost nodes on the main stem with a fully developed trifoliolate leaf.	PO:0007052 FL.03 3/4 of flowers open BROAD; Stage R2 EXACT	SOY:0000006	6 Flowering
SOY:0000076	6.09 End of Flowering	First pods visible (approx. 5mm).	BCCH:69 609 End of flowering: first pods visible (approx. 5 mm) RELATED; PO:0007024 End of flowering RELATED	SOY:0000006	6 Flowering
SOY:0000077	7 Pod Formation	Development of the soybean pod.	PO:0007042 RELATED	SOY:0000007	7-8 Fruit Formation and Maturation
SOY:0000078	8 Bean Development	Development of the seeds in a bean pod.		SOY:0000007	7-8 Fruit Formation and Maturation
SOY:0000079	7.01 Pod 10% of Final Length Approx. Equiv. R3, PO:0007032	A pod has reached 10% of its final length (3.0 - 4.0 mm).	PO:0007032 Fruit size 10% BROAD; Stage R3 BROAD	SOY:0000077	7 Pod Formation
SOY:0000080	7.02 Pod 30% of Final Length	A pod has reached 30% of its final length (9 - 12 mm).	PO:0007009 Fruit size 30% NARROW	SOY:0000077	7 Pod Formation
SOY:0000081	7.03 Pod 50% of Final Length PO:0007029, approx. equiv. R4	A pod has reached 50% of its final length (15 - 20 mm).	PO:0007029 Fruit size 50% EXACT; Stage R4 BROAD	SOY:0000077	7 Pod Formation
SOY:0000082	7.07 Pod 70% of Final Length	A pod has reached 70% of its final size (21 - 28 mm).	PO:0007007 Fruit size 70% RELATED	SOY:0000077	7 Pod Formation
SOY:0000083	7.08 Pod 75% of Final Length	A pod has reached 75% of its final size (23 - 30 mm).		SOY:0000077	7 Pod Formation
SOY:0000084	7.09 Pod Full Size	A pod has reached its full size (30 - 40 mm).	PO:0007027 Final Fruit size BROAD	SOY:0000077	7 Pod Formation
SOY:0000085	8.01 Beginning of Bean Ripening PO:0007001 approx. equiv. R5	Appearance of 1st seed in the pod.	PO:0007001 FR.01 early stage of fruit ripening RELATED; Stage R5 BROAD	SOY:0000078	8 Bean Development
SOY:0000086	8.03 Early Ripening	All seeds set in a pod.	PO:0007001 FR.01 early stage of fruit ripening BROAD	SOY:0000078	8 Bean Development
SOY:0000087	8.05 Mid Ripening Approx. Equiv. PO:0007031, R6	One seed fills its pod cavity.	PO:0007031 mid stage of fruit ripening RELATED; Stage R6 BROAD	SOY:0000078	8 Bean Development
SOY:0000088	8.07 Late Ripening Approx. Equiv. PO:0007050, R7, BBCH 79 709	All seeds have filled their pod cavity and the pod has reached its mature pod color.	BBCH 79 709 RELATED; PO:0007050 Late Stage of fruit ripening RELATED; Stage R7 BROAD	SOY:0000078	8 Bean Development
SOY:0000089	8.09 Final Ripening Approx. Equiv. PO:0007038, R8, BBCH 89 909	All seeds in a pod have reached their final color.	BBCH 89 909 BROAD; PO:0007038 Fruit ripening complete RELATED; Stage R8 BROAD	SOY:0000078	8 Bean Development
SOY:0000090	01 Beginning of Seed Imbibition	Seed begins to swell.	BBCH stage 01 001 RELATED; PO:0007022 imbibition RELATED; VE stage BROAD	SOY:0000001	0 Germination
SOY:0000091	03 Seed Imbibition Complete	Seed has swelled to its maximum size.	03 003 BBCH growth stage RELATED	SOY:0000001	0 Germination
SOY:0000092	0.07.02 Hypocotyl Emerges Above Soil	The hypocotyl arch is visible above the surface of the soil.	BCCH:08 008 Hypocotyl reaches soil surface; hypocotyl arch visible RELATED; PO:0007043 hypocotyl emergence RELATED	SOY:0000012	07 Shoot Emergence
SOY:0000093	0.07.03 Cotyledons Emerge	Cotyledons are pulled by the hypocotyl just to the surface of the soil.	PO:0007049 Emergence of cotyledons above ground. EXACT	SOY:0000012	07 Shoot Emergence
SOY:0000094	6.05 1/2 of Flowers on Main Stem Open PO:0007053, BCCH 65 605	Half of flowers on the main stem are open.	BCCH:65 605 Full Flowering: about 50% of flowers open on main stem BROAD; PO:0007053 Half of flowers open BROAD	SOY:0000006	6 Flowering
SOY:0000095	7.10 Pod Mature	Pod has reached its final color (tan to black).	R8 RELATED	SOY:0000077	7 Pod Formation
SOY:0000096	1.25 24th Trifoliolate Leaf Unfolded PO:0007082	Growth from the unfolding of the 25th trifoliolate leaf on the main stem until the unfolding of the 26th or higher trifoliolate leaves on the main stem. Corresponds to Stage V25.	PO:0007082 20 or more leaves unfolded RELATED; Stag V24 EXACT	SOY:0000002	1 Leaf Production
SOY:0000097	Soybean Whole Plant Growth Stages	These terms describes the growth of a field of soybeans not necessarily a single plant.		SOY:0000000	Soybean Growth and Trait Ontology V3.0 revision 1.3
SOY:0000098	Soybean Structure Terms	This ontology describes the development of a single soybean plant or plant part.		SOY:0000000	Soybean Growth and Trait Ontology V3.0 revision 1.3
SOY:0000099	Soybean Trait Terms	These terms describes soybean plant growth, yield, and biochemical traits and the reaction of a soybean plant or plant part to biotic and abiotic stresses.		SOY:0000000	Soybean Growth and Trait Ontology V3.0 revision 1.3
SOY:0000100	m1	Metamer (internode and node) associated with the unifoliate leaf on the main stem.	PO:0007091 SE.01 one node or internode visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000101	m2	Metamer (internode and node) associated with the first trifoliolate leaf on the main stem.	PO:0007117 SE.02 two nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000102	m3	Metamer (internode and node) associated with the 2nd trifoliolate leaf on the main stem.	PO:0007096 SE.03 three nodes or internodes visible RELATED	SOY:0000243	Main Stem Metamers
SOY:0000103	m4	Metamer (internode and node) associated with the 3rd trifoliolate leaf on the main stem.	BBCH growth stage 34 EXACT; PO:0007092 SE.04 four nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000104	m5	Metamer (internode and node) associated with the 4th trifoliolate leaf on the main stem.	BBCH growth stage 35 EXACT; PO:0007086 SE.05 five nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000105	m6	Metamer (internode and node) associated with the 5th trifoliolate leaf on the main stem.	BBCH growth stage 36 EXACT; PO:0007062 SE.06 six nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000106	m7	Metamer (internode and node) associated with the 6th trifoliolate leaf on the main stem.	BBCH growth stage 37 EXACT; PO:0007108 SE.07 seven nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000107	m8	Metamer (internode and node) associated with the 7th trifoliolate leaf on the main stem.	BBCH growth stage 38 EXACT; PO:0007070 SE.08 eight nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000108	m9	Metamer (internode and node) associated with the 8th trifoliolate leaf on the main stem.	BBCH growth stage 39 EXACT; PO:0007066 SE.09 nine nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000109	m10	Metamer (internode and node) associated with the 9th trifoliolate leaf on the main stem.	PO:0007084 SE.10 ten nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000110	m11	Metamer (internode and node) associated with the 10th trifoliolate leaf on the main stem.	PO:0007114 SE.11 eleven nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000111	m12	Metamer (internode and node) associated with the 11th trifoliolate leaf on the main stem.	SE.12 twelve nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000112	m13	Metamer (internode and node) associated with the 12th trifoliolate leaf on the main stem.	PO:0007090 SE.13 thirteen nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000113	m14	Metamer (internode and node) associated with the 13th trifoliolate leaf on the main stem.	PO:0007097 SE.14 fourteen nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000114	m15	Metamer (internode and node) associated with the 14th trifoliolate leaf on the main stem.	PO:0007074 SE.15 fifteen nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000115	m16	Metamer (internode and node) associated with the 15th trifoliolate leaf on the main stem.	PO:0007100 SE.16 sixteen or more nodes or internodes visible EXACT	SOY:0000243	Main Stem Metamers
SOY:0000116	m1-1	The first metamer (internode and node) forming from an axillary shoot originating at metamer 1.	PO:0006343 axillary shoot BROAD; PO:0020141 Stem node BROAD; PO:0020142 Stem internode BROAD	SOY:0000241	Axillary Shoot Metamers
SOY:0000117	m2-1	The first metamer (internode and node) forming from an axillary shoot originating from m2 on the main shoot.	PO:0006343 axillary shoot BROAD; PO:0020141 Stem node BROAD; PO:0020142 Stem internode BROAD	SOY:0000241	Axillary Shoot Metamers
SOY:0000118	m3-1	The first metamer (internode and node) forming from an axillary shoot originating from the m3 metamer on the main shoot.	PO:0006343 axillary shoot BROAD; PO:0020141 Stem node BROAD; PO:0020142 Stem internode BROAD	SOY:0000241	Axillary Shoot Metamers
SOY:0000119	m4-1	The first metamer (internode and node) forming from an axillary shoot originating from the m4 metamer on the main shoot.	PO:0006343 axillary shoot BROAD; PO:0020141 Stem node BROAD; PO:0020142 Stem internode BROAD	SOY:0000241	Axillary Shoot Metamers
SOY:0000120	m5-1	The first metamer (internode and node) forming from an axillary shoot originating from the m5 metamer on the main shoot.	PO:0006343 axillary shoot BROAD; PO:0020141 Stem node BROAD; PO:0020142 Stem internode BROAD	SOY:0000241	Axillary Shoot Metamers
SOY:0000121	m6-1	The first metamer (internode and node) forming from an axillary shoot originating from the m6 metamer on the main shoot.	PO:0006343 axillary shoot BROAD; PO:0020141 Stem node BROAD; PO:0020142 Stem internode BROAD	SOY:0000241	Axillary Shoot Metamers
SOY:0000122	m7-1	The first metamer (internode and node) forming from an axillary shoot originating from the m7 metamer on the main shoot.	PO:0006343 axillary shoot BROAD; PO:0020141 Stem node BROAD; PO:0020142 Stem internode BROAD	SOY:0000241	Axillary Shoot Metamers
SOY:0000123	m8-1	The first metamer (internode and node) forming from an axillary shoot originating from the m8 metamer on the main shoot.	PO:0006343 axillary shoot BROAD; PO:0020141 Stem node BROAD; PO:0020142 Stem internode BROAD	SOY:0000241	Axillary Shoot Metamers
